shipment_id,warehouse_id,region_id,carrier_id,shipment_cost,delivery_status,is_fragile,shipment_date,delivery_date,package_weight_kg,declared_value_inr,payment_type,priority_level,created_ts,delivery_days
L7792,W02,R04,C10,4775.1,Delivered,N,2025-12-03,2025-12-06,11.79,17890,COD,Standard,2025-12-03 03:12:00,
L8508,W15,R07,C08,689.71,Delivered,Y,2025-12-03,2025-12-07,20.39,6179,COD,Standard,2025-12-03 03:12:00,
L7013,W36,R06,C02,694.76,Delivered,Y,2025-12-03,2025-12-07,10.68,16818,Credit,Standard,2025-12-03 03:19:00,
L7358,W28,R05,C07,668.87,Delivered,N,2025-12-03,2025-12-10,3.75,11151,Prepaid,Express,2025-12-03 03:20:00,
L9299,W02,R04,C02,719.97,Delivered,N,2025-12-03,2025-12-04,6.54,11982,COD,Standard,2025-12-03 03:32:00,
L7465,W16,R02,C01,2543.3,Delivered,N,2025-12-03,2025-12-03,13.44,14511,COD,Standard,2025-12-03 03:41:00,
L9249,W04,R07,C12,1667.49,Delivered,N,2025-12-03,2025-12-04,7.78,5917,COD,Standard,2025-12-03 04:12:00,
L8403,W11,R07,C03,722.19,Delivered,N,2025-12-03,2025-12-07,15.62,10201,COD,Express,2025-12-03 04:19:00,
L9223,W34,R04,C08,766.21,Delivered,Y,2025-12-03,2025-12-08,13.72,9651,Prepaid,Standard,2025-12-03 04:19:00,
L7146,W21,R07,C01,1323.29,Delivered,N,2025-12-03,2025-12-04,12.22,18197,Prepaid,Standard,2025-12-03 04:29:00,
L8131,W01,R01,C03,518.82,Delayed,N,2025-12-03,2025-12-13,13.79,22770,COD,Express,2025-12-03 04:41:00,
L7596,W37,R08,C12,1394.35,Delivered,Y,2025-12-03,2025-12-04,14.25,14562,COD,Standard,2025-12-03 04:54:00,
L9242,W19,R04,C07,436.75,Delivered,N,2025-12-03,2025-12-10,17.41,13644,Prepaid,Standard,2025-12-03 05:17:00,
L9586,W03,R05,C10,862.05,Delayed,Y,2025-12-03,2025-12-08,8.19,18704,COD,Express,2025-12-03 05:19:00,
L9180,W29,R08,C10,557.48,Failed,N,2025-12-01,,0.8,16437,COD,Standard,2025-12-03 05:34:00,
L7797,W09,R02,C06,1091.33,Delivered,N,2025-12-03,2025-12-05,23.55,20053,Prepaid,Standard,2025-12-03 05:35:00,
L8803,W15,R07,C08,1253.32,Delivered,Y,2025-12-03,2025-12-07,11.49,23858,COD,Standard,2025-12-03 05:43:00,
L9272,W10,R03,C02,929.7,Delivered,N,2025-12-03,2025-12-07,12.77,6008,Prepaid,Standard,2025-12-03 05:52:00,
L7866,W22,R01,C02,748.85,Delivered,N,2025-12-03,2025-12-05,20.77,11616,COD,Standard,2025-12-03 06:01:00,
L7825,W01,R01,C02,4855.92,Delivered,Y,2025-12-03,2025-12-06,16.41,12610,Prepaid,Standard,2025-12-03 06:26:00,
L8795,W35,R01,C03,561.32,Delivered,N,2025-12-03,2025-12-08,12.71,15612,COD,Standard,2025-12-03 06:29:00,
L7661,W23,R03,C06,1177.96,Delayed,N,2025-12-03,2025-12-08,13.56,13990,COD,Express,2025-12-03 06:39:00,
L7721,W16,R02,C05,1404.23,Delayed,Y,2025-12-03,2025-12-10,12.33,22120,Prepaid,Express,2025-12-03 07:08:00,
L9439,W31,R07,C02,,Delayed,N,2025-12-03,2025-12-09,14.61,5435,Prepaid,Express,2025-12-03 07:11:00,
L8026,W14,R08,C05,1562.33,Delivered,N,2025-12-03,2025-12-07,8.91,7339,Prepaid,Express,2025-12-03 07:12:00,
L7444,W01,R01,C08,452.32,Delivered,N,2025-12-03,2025-12-07,14.92,12614,Prepaid,Express,2025-12-03 07:13:00,
L9087,W22,R01,C02,525.22,Delayed,N,2025-12-03,2025-12-09,12.98,8860,Prepaid,Standard,2025-12-03 07:22:00,
L7651,W35,R01,C10,800.96,Delivered,N,2025-12-03,2025-12-05,10.65,8544,Prepaid,Standard,2025-12-03 07:32:00,
L7157,W31,R07,C07,952.11,Delivered,Y,2025-12-03,2025-12-10,19.43,19846,Credit,Standard,2025-12-03 07:34:00,
L9805,W10,R03,C03,615.88,Delayed,N,2025-12-03,2025-12-10,16.09,5445,COD,Standard,2025-12-03 07:52:00,
L8852,W21,R07,C04,551.17,Delivered,N,2025-12-03,2025-12-03,15.0,19827,Prepaid,Standard,2025-12-03 08:03:00,
L9405,W31,R07,C07,466.29,Delayed,Y,2025-12-03,2025-12-12,10.3,11201,Prepaid,Standard,2025-12-03 08:24:00,
L7498,W22,R01,C08,642.47,Delivered,N,2025-12-03,2025-12-05,2.17,15363,COD,Standard,2025-12-03 08:28:00,
L7209,W38,R06,C10,330.67,Delivered,Y,2025-12-03,2025-12-05,2.87,22713,Prepaid,Express,2025-12-03 08:52:00,
L9904,W17,R08,C09,664.69,Delivered,N,2025-12-03,2025-12-10,17.24,16699,COD,Standard,2025-12-03 09:06:00,
L9734,W12,R04,C02,386.29,Delivered,N,2025-12-03,2025-12-05,4.18,902,Prepaid,Standard,2025-12-03 09:16:00,
L8612,W05,R05,C10,463.68,Delivered,Y,2025-12-03,2025-12-04,14.83,14752,COD,Standard,2025-12-03 09:33:00,
L7985,W28,R05,C12,1890.53,Delivered,Y,2025-12-03,2025-12-03,11.5,20314,COD,Standard,2025-12-03 09:34:00,
L9076,W33,R08,C08,658.36,Delivered,N,2025-12-03,2025-12-08,9.94,500,Prepaid,SameDay,2025-12-03 10:04:00,
L7129,W08,R05,C03,,Delivered,N,2025-12-03,2025-12-08,18.67,19590,Prepaid,Standard,2025-12-03 10:12:00,
L9727,W09,R02,C04,467.97,Delivered,Y,2025-12-03,2025-12-06,20.48,6902,COD,Express,2025-12-03 10:12:00,
L9361,W04,R07,C02,578.25,Delivered,Y,2025-12-03,2025-12-06,15.55,21844,COD,Standard,2025-12-03 10:18:00,
L9475,W13,R08,C08,554.13,Delayed,N,2025-12-03,2025-12-10,13.89,17450,Prepaid,Standard,2025-12-03 10:45:00,
L9036,W36,R06,C08,448.23,Delayed,N,2025-12-03,2025-12-11,19.11,16015,Prepaid,Standard,2025-12-03 11:23:00,
L8491,W23,R03,C04,816.23,Delivered,N,2025-12-03,2025-12-08,13.44,3675,COD,Standard,2025-12-03 11:36:00,
L8132,W32,R03,C11,1281.55,Delivered,N,2025-12-03,2025-12-13,15.71,18598,Prepaid,Standard,2025-12-03 12:08:00,
L7050,W30,R04,C08,676.63,Delivered,N,2025-12-03,2025-12-05,19.32,12133,COD,Standard,2025-12-03 12:17:00,
L7669,W13,R08,C03,879.22,Delivered,Y,2025-12-03,2025-12-07,10.27,13147,Prepaid,Express,2025-12-03 12:19:00,
L8746,W33,R08,C06,1071.6899999999998,Delivered,N,2025-12-02,2025-12-02,27.29,18323,Prepaid,Standard,2025-12-03 12:35:00,
L7892,W38,R06,C06,1751.81,Delayed,N,2025-12-03,2025-12-08,8.3,10235,COD,Standard,2025-12-03 13:15:00,
L8301,W02,R04,C10,559.97,Delivered,N,2025-12-03,2025-12-04,4.57,13798,Prepaid,Standard,2025-12-03 13:29:00,
L8579,W16,R02,C11,890.3,Delivered,Y,2025-12-03,2025-12-11,2.9,12121,Prepaid,Standard,2025-12-03 13:33:00,
L7892,W38,R06,C06,1712.26,Delayed,N,2025-12-03,2025-12-08,8.3,10235,COD,Standard,2025-12-03 14:15:00,
L8701,W01,R01,C01,1207.33,Delivered,N,2025-12-03,2025-12-03,19.41,11777,COD,Standard,2025-12-03 15:08:00,
L9925,W01,R01,C05,,Delivered,Y,2025-12-03,2025-12-04,20.36,15285,COD,Standard,2025-12-03 15:28:00,
L8723,W32,R03,C01,,Delayed,N,2025-12-03,2025-12-05,14.36,17203,COD,Express,2025-12-03 16:08:00,
L8899,W28,R05,C09,351.76,Failed,N,2025-12-02,,8.9,8439,COD,Standard,2025-12-03 16:17:00,
L7747,W26,R04,C01,1064.63,Delivered,N,2025-12-03,2025-12-03,18.59,13346,Prepaid,Standard,2025-12-03 16:20:00,
L9002,W20,R04,C08,,Delivered,N,2025-12-03,2025-12-06,8.75,16250,Credit,Express,2025-12-03 16:34:00,
L8098,W18,R07,C05,275.16,Delayed,N,2025-12-03,2025-12-03,16.96,22322,COD,Standard,2025-12-03 16:40:00,
L8460,W29,R08,C11,1188.46,Delivered,Y,2025-12-03,2025-12-10,8.33,24632,Prepaid,Standard,2025-12-03 16:45:00,
L8023,W40,R03,C11,1302.71,Delivered,Y,2025-12-03,2025-12-09,8.54,27249,COD,Standard,2025-12-03 17:32:00,
L8341,W28,R05,C04,608.31,Delivered,N,2025-12-03,2025-12-09,18.85,6285,Prepaid,Standard,2025-12-03 18:02:00,
L7470,W31,R07,C13,292.38,Delivered,N,2025-12-03,2025-12-10,14.78,28109,Prepaid,Standard,2025-12-03 18:20:00,
L9840,W40,R03,C05,975.68,Delayed,N,2025-12-03,2025-12-11,19.18,15234,Prepaid,Standard,2025-12-03 19:05:00,
L7523,W39,R06,C03,753.88,Delivered,N,2025-12-03,2025-12-09,0.2,10699,Prepaid,Standard,2025-12-03 19:28:00,
L7201,W10,R03,C01,1416.24,Delivered,N,2025-12-03,2025-12-04,3.89,23037,Prepaid,Standard,2025-12-03 19:42:00,
L9136,W07,R04,C06,1656.28,Delivered,N,2025-12-03,2025-12-03,10.16,11148,Prepaid,Standard,2025-12-03 19:45:00,
L8681,W38,R06,C02,760.12,Delivered,N,2025-12-03,2025-12-08,8.52,21899,Prepaid,Express,2025-12-03 19:59:00,
L7351,W36,R06,C10,838.24,Delayed,N,2025-12-03,2025-12-08,6.39,16299,Prepaid,Standard,2025-12-03 20:21:00,
L9624,W28,R05,C13,270.26,Delayed,N,2025-12-03,2025-12-10,20.8,24232,COD,Standard,2025-12-03 20:22:00,
L9512,W25,R04,C09,692.18,Delivered,N,2025-12-03,2025-12-05,14.5,20384,COD,Standard,2025-12-03 21:10:00,
L9091,W13,R08,C01,1310.5,Delivered,N,2025-12-03,2025-12-03,14.06,22446,Prepaid,Standard,2025-12-03 21:22:00,
L7016,W33,R08,C05,1515.71,Delivered,N,2025-12-03,2025-12-07,8.0,12254,Prepaid,Express,2025-12-03 21:33:00,
L9082,W38,R06,C05,990.43,Delivered,N,2025-12-03,2025-12-05,15.05,29691,COD,Standard,2025-12-03 21:43:00,
L9635,W37,R08,C14,414.58,Delivered,N,2025-12-03,2025-12-04,8.87,13163,Prepaid,Standard,2025-12-03 23:08:00,
L9364,W26,R04,C07,591.45,Delivered,N,2025-12-03,2025-12-10,17.94,22810,Prepaid,Standard,2025-12-03 23:24:00,
L7561,W05,R05,C12,1433.76,Delivered,Y,2025-12-03,2025-12-04,5.27,12786,Prepaid,SameDay,2025-12-03 23:36:00,
L9522,W09,R02,C03,,Delivered,Y,2025-12-03,2025-12-08,2.44,12985,COD,Standard,2025-12-03 23:59:00,
L9134,W35,R01,C02,971.54,Delivered,N,2025-12-04,2025-12-06,5.13,16829,COD,Standard,2025-12-04 00:11:00,
L8586,W12,R04,C14,964.28,Delayed,Y,2025-12-04,2025-12-11,18.27,19320,Prepaid,Standard,2025-12-04 00:13:00,
L7927,W29,R08,C10,509.92,Failed,Y,2025-12-04,,8.32,16176,Prepaid,Standard,2025-12-04 00:37:00,
L9326,W21,R07,C02,681.76,Delivered,N,2025-12-04,2025-12-09,12.51,20953,Prepaid,Express,2025-12-04 00:40:00,
L8947,W09,R02,C02,756.6,Delivered,Y,2025-12-04,2025-12-08,19.79,26781,Prepaid,Express,2025-12-04 01:14:00,
L8349,W12,R04,C14,739.64,Delivered,N,2025-12-04,2025-12-09,6.34,19505,COD,Standard,2025-12-04 01:49:00,
L8042,W22,R01,C12,1519.11,Delayed,N,2025-12-04,2025-12-08,9.48,9411,Prepaid,Standard,2025-12-04 01:55:00,
L7529,W04,R07,C02,719.32,Delivered,N,2025-12-04,2025-12-04,11.03,24186,Prepaid,Express,2025-12-04 02:01:00,
L9792,W12,R04,C08,858.09,Delayed,N,2025-12-04,2025-12-09,13.76,1708,Prepaid,Standard,2025-12-04 02:11:00,
L7643,W35,R01,C03,5720.4,Failed,N,2025-12-04,,13.98,18225,Credit,Standard,2025-12-04 02:25:00,
L8546,W02,R04,C08,821.85,Delivered,N,2025-12-04,2025-12-07,11.82,21073,Prepaid,Express,2025-12-04 02:47:00,
L9385,W23,R03,C03,1147.93,Delivered,Y,2025-12-04,2025-12-08,14.05,500,Credit,Standard,2025-12-04 03:31:00,
L7156,W10,R03,C14,780.3,Delivered,N,2025-12-04,2025-12-06,13.75,25257,Prepaid,Express,2025-12-04 03:34:00,
L7308,W06,R08,C08,193.13,Delayed,N,2025-12-04,2025-12-12,12.2,8690,COD,Standard,2025-12-04 03:40:00,
L7775,W33,R08,C03,762.3,Delivered,N,2025-12-04,2025-12-06,10.48,25736,COD,Standard,2025-12-04 03:42:00,
L8985,W33,R08,C12,731.6,Delivered,N,2025-12-04,2025-12-01,5.79,4449,Prepaid,Standard,2025-12-04 03:53:00,
L7080,W38,R06,C08,913.38,Delivered,Y,2025-12-04,2025-12-07,9.14,13712,Prepaid,Standard,2025-12-04 03:57:00,
L8597,W08,R05,C03,577.3,Delayed,N,2025-12-04,2025-12-11,12.19,16652,COD,Standard,2025-12-04 04:06:00,
L9600,W19,R04,C02,684.49,Delivered,Y,2025-12-04,2025-12-06,17.15,13874,COD,Standard,2025-12-04 04:14:00,
L9834,W03,R05,C04,745.83,Delivered,N,2025-12-04,2025-12-08,7.75,15207,Credit,Standard,2025-12-04 04:15:00,
L7716,W30,R04,C06,1594.41,Delivered,N,2025-12-04,2025-12-06,20.43,13445,COD,Express,2025-12-04 04:20:00,
L9285,W21,R07,C01,1489.53,Delivered,N,2025-12-04,2025-12-06,9.51,16061,Prepaid,Standard,2025-12-04 04:29:00,
L9693,W27,R05,C11,932.42,Failed,N,2025-12-04,,20.65,6133,Prepaid,Express,2025-12-04 04:36:00,
L8400,W15,R07,C02,537.15,Delivered,N,2025-12-04,,8.57,25638,Prepaid,Standard,2025-12-04 04:39:00,
L9320,W31,R07,C09,513.48,Delivered,N,2025-12-04,2025-12-11,13.73,12787,COD,Express,2025-12-04 05:12:00,
L8380,W18,R07,C03,622.86,Delivered,N,2025-12-04,2025-12-09,13.36,5292,COD,SameDay,2025-12-04 05:26:00,
L9014,W39,R06,C13,703.97,Delivered,N,2025-12-04,2025-12-08,11.93,3049,COD,Standard,2025-12-04 05:30:00,
L9716,W06,R08,C08,987.6,Delayed,Y,2025-12-04,2025-12-11,11.88,17322,Prepaid,Express,2025-12-04 05:42:00,
L8698,W24,R04,C06,1296.42,Delivered,N,2025-12-04,2025-12-04,11.29,21841,COD,Standard,2025-12-04 06:07:00,
L7440,W09,R02,C03,954.43,Delivered,Y,2025-12-04,2025-12-04,3.71,24182,Prepaid,Express,2025-12-04 06:13:00,
L9470,W16,R02,C09,506.16,Delayed,N,2025-12-04,2025-12-12,19.58,7634,Credit,Express,2025-12-04 06:21:00,
L9872,W36,R06,C01,1617.37,Delayed,N,2025-12-04,2025-12-09,12.62,16069,Prepaid,Standard,2025-12-04 06:33:00,
L9039,W28,R05,C03,856.36,Delivered,N,2025-12-04,2025-12-08,4.48,28586,COD,Standard,2025-12-04 06:33:00,
L9035,W34,R04,C03,689.53,Delivered,Y,2025-12-04,2025-12-09,15.15,27723,Credit,Standard,2025-12-04 06:52:00,
L9681,W08,R05,C08,788.42,Delayed,N,2025-12-04,2025-12-12,17.42,28082,COD,Standard,2025-12-04 06:56:00,
L9193,W03,R05,C03,,Delayed,N,2025-12-04,2025-12-06,15.75,4636,Prepaid,Standard,2025-12-04 06:56:00,
L7578,W07,R04,C02,438.07,Delivered,N,2025-12-04,2025-12-08,12.99,20391,Prepaid,Standard,2025-12-04 06:58:00,
L9467,W04,R07,C04,828.58,Delayed,N,2025-12-04,2025-12-11,17.34,18034,Prepaid,Standard,2025-12-04 07:23:00,
L9847,W13,R08,C02,490.43,Delayed,N,2025-12-04,2025-12-07,9.83,16172,Prepaid,SameDay,2025-12-04 07:27:00,
L7350,W04,R07,C10,343.88,Delivered,N,2025-12-04,2025-12-08,10.48,9885,Prepaid,Standard,2025-12-04 07:50:00,
L9393,W09,R02,C05,1818.83,Delivered,Y,2025-12-04,2025-12-08,3.67,9533,COD,Standard,2025-12-04 07:50:00,
L7213,W19,R04,C11,980.22,Delayed,N,2025-12-04,2025-12-16,12.7,6373,Prepaid,Standard,2025-12-04 08:30:00,
L8850,W21,R07,C03,864.44,Delivered,Y,2025-12-04,2025-12-10,13.2,16581,Prepaid,Express,2025-12-04 08:39:00,
L8500,W27,R05,C04,561.59,Delivered,N,2025-12-04,2025-12-07,17.58,8533,Prepaid,Standard,2025-12-04 08:54:00,
L7028,W08,R05,C15,1575.71,Delayed,Y,2025-12-04,2025-12-06,15.9,9566,COD,Standard,2025-12-04 08:55:00,
L7188,W36,R06,C03,409.77,Delivered,N,2025-12-04,2025-12-06,21.25,7179,Prepaid,Standard,2025-12-04 08:56:00,
L7353,W09,R02,C04,780.65,Delivered,N,2025-12-04,2025-12-07,15.75,11583,COD,Standard,2025-12-04 09:36:00,
L7554,W31,R07,C04,503.65,Delayed,Y,2025-12-04,2025-12-04,11.3,18217,Prepaid,Express,2025-12-04 09:41:00,
L7936,W28,R05,C13,378.29,Delivered,N,2025-12-04,2025-12-10,2.89,500,Prepaid,Express,2025-12-04 09:56:00,
L8206,W38,R06,C10,594.53,Delivered,Y,2025-12-04,2025-12-06,2.61,17962,Prepaid,Standard,2025-12-04 10:21:00,
L7271,W03,R05,C08,346.54,Delivered,N,2025-12-04,2025-12-07,2.37,5919,Prepaid,Standard,2025-12-04 10:38:00,
L8984,W25,R04,C10,465.62,Delivered,N,2025-12-04,2025-12-05,4.14,19978,Prepaid,Standard,2025-12-04 10:39:00,
L7135,W07,R04,C06,,Delivered,N,2025-12-04,2025-12-08,10.46,6826,COD,Standard,2025-12-04 11:03:00,
L9245,W03,R05,C10,763.64,Delayed,Y,2025-12-04,2025-12-07,16.45,13333,COD,Standard,2025-12-04 11:22:00,
L7267,W05,R05,C12,,Delivered,N,2025-12-04,2025-12-04,16.92,21241,Prepaid,Standard,2025-12-04 11:26:00,
L8236,W04,R07,C02,891.13,Delivered,Y,2025-12-04,2025-12-09,17.21,15607,Prepaid,Express,2025-12-04 12:07:00,
L9556,W25,R04,C08,729.73,Delivered,Y,2025-12-04,2025-12-07,10.04,19178,COD,Standard,2025-12-04 12:46:00,
L7475,W38,R06,C03,783.28,Delayed,N,2025-12-04,2025-12-11,11.84,5422,Credit,Standard,2025-12-04 13:02:00,
L8776,W39,R06,C03,543.86,Delivered,N,2025-12-04,2025-12-10,25.41,19842,Prepaid,Standard,2025-12-04 13:07:00,
L7633,W10,R03,C12,1541.92,Failed,N,2025-12-04,,0.2,18191,Prepaid,Standard,2025-12-04 13:10:00,
L9804,W38,R06,C12,1303.17,Delayed,N,2025-12-04,2025-12-09,19.23,21617,COD,Standard,2025-12-04 13:11:00,
L8059,W31,R07,C03,905.4,Delivered,N,2025-12-04,2025-12-09,6.13,32716,Prepaid,Standard,2025-12-04 13:30:00,
L8259,W27,R05,C02,431.29,Delivered,N,2025-12-04,2025-12-09,8.76,12247,Credit,Standard,2025-12-04 13:33:00,
L7230,W16,R02,C06,926.45,Delayed,N,2025-12-04,2025-12-10,13.19,20849,Prepaid,Standard,2025-12-04 13:41:00,
L7715,W06,R08,C08,594.7,Delivered,N,2025-12-04,2025-12-08,3.12,12410,Prepaid,Standard,2025-12-04 14:21:00,
L7553,W05,R05,C02,563.8,Delivered,N,2025-12-04,2025-12-07,14.38,721,Prepaid,SameDay,2025-12-04 14:25:00,
L8308,W29,R08,C08,433.83,Delivered,N,2025-12-04,2025-12-08,12.99,12055,Prepaid,Express,2025-12-04 14:34:00,
L9201,W39,R06,C05,1145.51,Delivered,N,2025-12-04,2025-12-04,24.85,23741,Credit,Express,2025-12-04 14:48:00,
L8220,W36,R06,C11,939.66,Delayed,N,2025-12-04,2025-12-16,5.81,14083,Prepaid,Standard,2025-12-04 14:55:00,
L8389,W26,R04,C06,1480.39,Delivered,N,2025-12-04,2025-12-01,8.43,11651,COD,Express,2025-12-04 14:56:00,
L8254,W03,R05,C02,675.51,Delivered,N,2025-12-04,2025-12-06,8.84,6177,Prepaid,Standard,2025-12-04 14:58:00,
L8650,W31,R07,C05,1431.22,Delayed,N,2025-12-04,2025-12-11,15.57,28228,COD,Standard,2025-12-04 15:16:00,
L9452,W32,R03,C08,,Delayed,N,2025-12-04,2025-12-11,20.32,11074,Prepaid,Standard,2025-12-04 15:23:00,
L9935,W10,R03,C06,1941.09,Delivered,N,2025-12-04,2025-12-04,8.7,18415,Prepaid,Standard,2025-12-04 15:24:00,
L9797,W18,R07,C02,772.7,Delivered,N,2025-12-04,2025-12-09,16.12,23197,Prepaid,Standard,2025-12-04 15:32:00,
L8415,W02,R04,C07,823.66,Delivered,Y,2025-12-04,2025-12-12,8.58,11654,Prepaid,Standard,2025-12-04 15:35:00,
L9920,W35,R01,C15,1007.51,Delivered,N,2025-12-04,2025-12-04,16.84,20729,Prepaid,Standard,2025-12-04 15:43:00,
L7184,W04,R07,C06,1485.47,Delayed,Y,2025-12-04,2025-12-09,15.66,14205,Credit,Standard,2025-12-04 15:53:00,
L7092,W07,R04,C01,1129.63,Delayed,N,2025-12-04,2025-12-07,6.16,14384,COD,Standard,2025-12-04 16:08:00,
L8625,W03,R05,C08,911.62,Delayed,N,2025-12-04,2025-12-11,13.58,5606,Prepaid,Standard,2025-12-04 16:35:00,
L9623,W11,R07,C08,388.01,Delivered,N,2025-12-04,2025-12-06,6.84,21664,Prepaid,Standard,2025-12-04 16:55:00,
L8874,W20,R04,C13,352.08,Delivered,N,2025-12-04,2025-12-09,9.88,6002,COD,Standard,2025-12-04 17:02:00,
L7494,W40,R03,C02,708.44,Delayed,Y,2025-12-04,2025-12-06,8.93,9525,Prepaid,Express,2025-12-04 17:06:00,
L7496,W40,R03,C08,733.71,Failed,N,2025-12-04,,8.66,29098,Prepaid,Standard,2025-12-04 17:19:00,
L9276,W34,R04,C07,454.47,Delivered,N,2025-12-04,2025-12-07,11.83,19781,Prepaid,Standard,2025-12-04 17:24:00,
L8855,W21,R07,C08,694.58,Delivered,Y,2025-12-04,2025-12-10,17.05,6018,Prepaid,Express,2025-12-04 17:54:00,
L9451,W08,R05,C03,506.81,Delivered,N,2025-12-04,2025-12-07,24.65,500,Credit,Standard,2025-12-04 18:31:00,
L7588,W33,R08,C07,376.51,Delivered,N,2025-12-04,2025-12-12,0.2,11267,COD,Standard,2025-12-04 18:52:00,
L9280,W36,R06,C05,835.66,Delayed,Y,2025-12-04,2025-12-09,2.67,16153,Prepaid,Express,2025-12-04 18:58:00,
L7820,W19,R04,C06,1536.27,Delivered,N,2025-12-04,2025-12-06,17.99,16213,COD,Standard,2025-12-04 19:13:00,
L8129,W27,R05,C06,1338.26,Delayed,N,2025-12-04,2025-12-08,2.16,500,Prepaid,Standard,2025-12-04 19:15:00,
L9679,W32,R03,C02,607.4,Delivered,N,2025-12-04,2025-12-08,23.11,1627,Prepaid,Standard,2025-12-04 19:42:00,
L8091,W27,R05,C10,649.68,Delivered,N,2025-12-04,2025-12-06,11.41,26366,COD,Standard,2025-12-04 20:00:00,
L7206,W25,R04,C01,1409.74,Delivered,Y,2025-12-04,2025-12-04,0.2,16633,COD,Express,2025-12-04 20:01:00,
L9804,W38,R06,C12,1334.91,Delayed,N,2025-12-04,2025-12-09,19.23,21617,COD,Standard,2025-12-04 20:11:00,
L7790,W28,R05,C04,644.14,Delayed,N,2025-12-04,2025-12-11,23.43,29365,Prepaid,Standard,2025-12-04 20:16:00,
L9593,W35,R01,C11,1203.71,Delivered,Y,2025-12-04,2025-12-13,12.12,26231,Credit,Express,2025-12-04 20:25:00,
L8375,W09,R02,C07,619.85,Delayed,Y,2025-12-04,2025-12-13,11.03,8360,Prepaid,Standard,2025-12-04 20:38:00,
L9274,W29,R08,C06,1778.2,Delivered,N,2025-12-04,2025-12-07,20.32,500,Prepaid,Standard,2025-12-04 20:41:00,
L8008,W05,R05,C12,1375.37,Delivered,N,2025-12-04,2025-12-05,17.55,12144,COD,Standard,2025-12-04 20:47:00,
L7986,W40,R03,C03,588.92,Delivered,N,2025-12-04,2025-12-09,3.85,12317,COD,Express,2025-12-04 20:47:00,
L7083,W38,R06,C02,437.17,Delayed,Y,2025-12-04,2025-12-10,2.69,21871,COD,Express,2025-12-04 20:47:00,
L9469,W29,R08,C09,1331.31,Delivered,Y,2025-12-04,2025-12-11,17.87,35857,COD,Standard,2025-12-04 20:54:00,
L8113,W19,R04,C02,795.62,Delayed,N,2025-12-04,2025-12-10,11.06,500,COD,Standard,2025-12-04 21:10:00,
L9589,W16,R02,C10,,Delivered,N,2025-12-04,2025-12-06,8.92,8862,Prepaid,Standard,2025-12-04 21:16:00,
L8637,W19,R04,C07,491.38,Delivered,Y,2025-12-04,2025-12-12,15.61,5617,Prepaid,Standard,2025-12-04 21:16:00,
L8696,W04,R07,C07,439.6,Delayed,Y,2025-12-04,2025-12-13,13.15,17308,COD,Standard,2025-12-04 21:17:00,
L7250,W32,R03,C04,659.35,Delivered,N,2025-12-04,2025-12-07,10.98,15744,COD,Express,2025-12-04 21:20:00,
L7997,W18,R07,C10,870.98,Delivered,N,2025-12-04,2025-12-04,9.34,14488,Prepaid,Standard,2025-12-04 21:48:00,
L9931,W10,R03,C04,811.44,Delayed,Y,2025-12-04,2025-12-11,20.69,14870,Prepaid,Standard,2025-12-04 21:57:00,
L8575,W28,R05,C09,681.93,Delivered,N,2025-12-04,2025-12-10,17.25,17176,COD,Standard,2025-12-04 21:59:00,
L9493,W28,R05,C07,734.74,Delivered,N,2025-12-04,2025-12-12,16.97,11798,COD,Standard,2025-12-04 22:27:00,
L7548,W35,R01,C12,1825.32,Delivered,Y,2025-12-04,2025-12-07,5.44,8192,COD,Standard,2025-12-04 22:35:00,
L7644,W20,R04,C13,318.21,Delivered,N,2025-12-04,2025-12-09,13.47,23806,Prepaid,Express,2025-12-04 22:39:00,
L7204,W14,R08,C02,404.26,Delivered,N,2025-12-04,2025-12-07,9.74,32006,Prepaid,Standard,2025-12-04 22:48:00,
L8646,W27,R05,C06,978.68,Delivered,N,2025-12-04,2025-12-06,9.42,19133,Credit,Standard,2025-12-04 23:04:00,
L8716,W29,R08,C07,598.85,Delivered,N,2025-12-04,2025-12-11,6.1,12193,Prepaid,Standard,2025-12-04 23:26:00,
L7286,W39,R06,C01,1110.64,Delivered,Y,2025-12-04,2025-12-05,11.77,12300,Prepaid,Standard,2025-12-04 23:31:00,
L8345,W29,R08,C10,508.48,Delivered,N,2025-12-05,2025-12-07,14.48,12341,Prepaid,Standard,2025-12-05 00:00:00,
L9497,W21,R07,C09,501.39,Delivered,N,2025-12-05,2025-12-09,12.2,17929,Prepaid,Standard,2025-12-05 00:02:00,
L9703,W14,R08,C03,748.65,Delivered,N,2025-12-05,2025-12-08,6.9,10136,Prepaid,Express,2025-12-05 00:14:00,
L7057,W06,R08,C08,539.3,Delivered,N,2025-12-05,2025-12-08,13.96,15220,COD,Standard,2025-12-05 00:17:00,
L8465,W29,R08,C01,1266.22,Delayed,N,2025-12-05,2025-12-10,11.98,13556,Prepaid,Standard,2025-12-05 00:18:00,
L9409,W05,R05,C08,532.83,Delivered,N,2025-12-05,2025-12-10,14.87,20681,Prepaid,Standard,2025-12-05 00:36:00,
L8425,W05,R05,C04,839.68,Delivered,Y,2025-12-05,2025-12-07,4.68,16455,COD,Standard,2025-12-05 00:38:00,
L9393,W09,R02,C05,1704.6799999999998,Delivered,Y,2025-12-04,2025-12-08,3.67,9533,COD,Standard,2025-12-05 00:50:00,
